Well name,trend,h,p,z,Tau,s,var_s,slope,intercept
MW-76i,increasing,True,0.0,8.647649245051506,0.5373026220483847,3709.0,183858.33333333334,0.8631578947368421,41.00526315789474
MW-76s,increasing,True,0.0,8.878724347097732,0.5148700939745716,4657.0,274995.0,1.7345132743362832,143.78761061946904
MW-77,increasing,True,0.0,8.684991773149886,0.6987480438184663,1786.0,42241.333333333336,27.70294117647059,212.04558823529408
MW-78,decreasing,True,4.108491324927854e-12,-6.933400508895993,-0.6984273820536541,-755.0,11826.333333333334,-0.7777777777777778,53.888888888888886
MW-79d,decreasing,True,0.04811755037961607,-1.9763287947690316,-0.20718816067653276,-196.0,9735.333333333334,-0.346875,18.4578125
MW-79s,decreasing,True,0.0024017202786859038,-3.0354562964936784,-0.19616346955796496,-1176.0,149840.0,-2.057142857142857,514.6142857142856
MW-81,increasing,True,0.008570063969354669,2.628744832371771,0.18536699392239364,793.0,90772.33333333333,1.507699597251836,290.64581852641555
MW-82d,no trend,False,0.37109336952269745,0.8944271909999159,0.5,3.0,5.0,0.16666666666666666,1.75
MW-82s,increasing,True,0.0,9.58513927046753,0.967622571692877,1046.0,11886.0,4.25,-47.75
MW-83s,increasing,True,9.021385866647691e-05,3.915508519797966,0.3788235294117647,483.0,15153.666666666666,5.790697674418604,205.2325581395349
MW-84d,no trend,False,0.54029137460742,0.6123724356957945,0.6666666666666666,2.0,2.6666666666666665,0.5,1.5
MW-84s,decreasing,True,3.311468319999733e-06,-4.650490293187515,-0.2683555173894375,-2500.0,288758.6666666667,-1.7034143518518519,305.8321759259259
MW-85,decreasing,True,2.0016287094470897e-07,-5.199186261526584,-0.3211484593837535,-2293.0,194338.33333333334,-7.5411483253588525,2006.6983253588517
MW-87d,no trend,False,0.14881324773206273,-1.4437360108351982,-0.10191678354371202,-436.0,90782.66666666667,-0.7362240289069557,628.8663053297199
MW-87s,increasing,True,5.624808008741766e-05,4.028022005385492,0.2762465811066695,1313.0,106092.33333333333,6.5,171.75
MW-88,decreasing,True,1.230217840841874e-05,-4.372162710519058,-0.28654558278963144,-1625.0,137968.33333333334,-2.5,478.5
MW-89,no trend,False,0.9113919540877395,-0.11128297681493145,-0.03296703296703297,-3.0,323.0,0.0,2.8
MW-8d,no trend,False,1.0,0.0,0.0,0.0,1746.0,0.0,3.0
MW-8s,decreasing,True,1.0822478397898294e-06,-4.876061674840773,-0.7947368421052632,-151.0,946.3333333333334,-13.369047619047619,151.00595238095238
MW-90,increasing,True,0.005818628095726197,2.757830946222463,0.2116196040246673,652.0,55722.0,0.24390243902439024,17.48780487804878
MW-91,increasing,True,4.047429058573471e-12,6.935519081772432,0.7752489331436699,545.0,6152.333333333333,6.482758620689655,-100.43103448275862
MW-92,increasing,True,1.7763568394002505e-15,7.9501505746278305,0.6459627329192547,1560.0,38454.0,0.23684210526315788,12.828947368421053
MW-93,decreasing,True,0.0006514896124747427,-3.409219818230606,-0.3395390070921986,-383.0,12555.0,-0.14999999999999997,8.524999999999999
MW-94d,increasing,True,0.002313633243388624,3.0467067261224865,0.47368421052631576,90.0,853.3333333333334,0.07032967032967033,1.331868131868132
MW-94s,decreasing,True,1.0263976335522784e-09,-6.105250216333261,-0.5412429378531074,-958.0,24570.666666666668,-46.0,2097.0
MW-95,decreasing,True,0.0,-8.312579224643292,-0.8803986710963455,-795.0,9123.666666666666,-4.176470588235294,165.7058823529412
MW-96,decreasing,True,1.9342779260522747e-06,-4.76017226440471,-0.5038759689922481,-455.0,9096.333333333334,-15.0,455.0
MW-98d,increasing,True,2.318145675417327e-13,7.328993932205303,0.815114709851552,604.0,6769.333333333333,0.35294117647058826,3.2941176470588234
MW-98s,no trend,False,0.3081795474670539,1.0190493307301363,0.6666666666666666,4.0,8.666666666666666,0.8666666666666669,1.1999999999999997
MW-9d,no trend,False,1.0,0.0,-0.3333333333333333,-1.0,3.6666666666666665,-6.5,21.5
MW-BE-1d,increasing,True,1.6424883675369983e-10,6.391516317450573,0.4164070612668744,2406.0,141586.66666666666,1.0,-41.5
MW-BE-1s,increasing,True,0.0,11.009656543251836,0.6857887874837028,4734.0,184810.0,6.2465753424657535,-278.9246575342466
MW-KD-1d,increasing,True,0.0,10.937113776167712,0.7574561403508772,3454.0,99675.33333333333,2.8181818181818183,-18.363636363636374
MW-KD-1s,increasing,True,0.0,8.817285110451008,0.6073883161512027,2828.0,102797.33333333333,0.6298833079654997,1.7656012176560125
MW-KZ-1,decreasing,True,0.007014583882081649,-2.6961511028187513,-0.7857142857142857,-22.0,60.666666666666664,-0.775,5.2125
Maple-Inj,decreasing,True,0.0,-11.653978698290855,-0.2556059103998489,-108290.0,86341630.66666667,-0.005376344086021506,13.473118279569892
NMW-1d,decreasing,True,0.0,-8.345916213459317,-0.8626262626262626,-854.0,10446.0,-110.0,3752.0
NMW-1s,decreasing,True,3.518648769196275e-05,-4.137007327759995,-0.3261261261261261,-905.0,47749.0,-36.888888888888886,3501.8888888888887
NMW-2d,decreasing,True,2.220446049250313e-16,-8.163986784730778,-0.8338164251207729,-863.0,11148.333333333334,-84.0,3197.5
NMW-2s,decreasing,True,0.0,-8.81320365783421,-0.6990003702332469,-1888.0,45843.333333333336,-76.25,5635.625
NMW-3d,decreasing,True,2.353672812205332e-13,-7.326957500906887,-0.7575757575757576,-750.0,10450.0,-52.03846153846154,2756.846153846154
NMW-3s,decreasing,True,9.415754065322801e-08,-5.337652805457884,-0.5393154486586494,-583.0,11889.0,-44.41860465116279,2091.6279069767443
OUTFALL,increasing,True,0.0,18.26718093528403,0.16225017937901312,2461625.0,18159353129.0,0.00016806722689075644,4.5371428571428565
OUTFALL-BYPASS,no trend,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0
PMW-1,decreasing,True,0.0,-8.309129624991138,-0.8390379278445883,-907.0,11889.0,-128.44444444444446,3527.2222222222226
PMW-2,decreasing,True,4.6718342083806874e-08,-5.463368484236537,-0.5584541062801932,-578.0,11154.0,-392.3076923076923,13916.423076923078
PMW-3,decreasing,True,6.661338147750939e-16,-8.089020230951638,-0.816836262719704,-883.0,11889.0,-524.2903225806451,26358.677419354837
PMW-4,decreasing,True,3.9777043227884334e-05,-4.108770896186244,-0.42525252525252527,-421.0,10449.0,-40.73232323232323,2058.1111111111113
PW-1,decreasing,True,0.0,-28.713231573071102,-0.8530688932026724,-109424.0,14522891.333333334,-25.54,9551.619999999999
PW-2,no trend,False,0.22955621387891956,-1.2015028183722212,-0.42857142857142855,-9.0,44.333333333333336,-56.5,1723.5
REDSKIN,decreasing,True,0.0,-17.569308762302477,-0.8942528735632184,-13615.0,600429.6666666666,-85.1063829787234,20104.255319148935
Red Pond,decreasing,True,0.0,-47.16023444508114,-0.8437110075443945,-816827.0,299990288.3333333,-2.657347799259564,2766.6853943850265
SW-1M,no trend,False,0.18794742708409018,-1.3166754769161668,-0.3090909090909091,-17.0,147.66666666666666,-0.16666666666666666,2.833333333333333
SW-2M,no trend,False,0.5007694607911646,-0.6732795493118078,-0.14285714285714285,-13.0,317.6666666666667,-0.07692307692307693,3.5
SW-3M,no trend,False,0.4612636664365368,-0.7367676380396514,-0.15384615384615385,-14.0,311.3333333333333,0.0,2.0
SW-COMB,decreasing,True,0.0,-10.47495798965658,-0.5154965211891208,-8965.0,732317.0,-2.9393939393939394,1047.3636363636365
Saginaw Forest Cabin #1,increasing,True,0.03786536410127761,2.0763091877191755,0.20999074930619796,227.0,11847.666666666666,0.25,12.25
Saginaw Forest Cabin #2,decreasing,True,0.026399148749271406,-2.2202891090278745,-0.24924924924924924,-166.0,5522.666666666667,-0.038461538461538464,3.6923076923076925
Smith Ponds,no trend,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TRANS,no trend,False,0.1739283952620665,1.3596888902849804,0.07974481658692185,700.0,264286.6666666667,0.25774512935164484,562.9888214627914
TRANS-HZ,no trend,False,0.511220344688192,-0.6569386817416307,-0.14285714285714285,-13.0,333.6666666666667,-10.428571428571429,1282.2857142857142
TW-1,decreasing,True,0.0,-26.912728618674713,-0.9346288728516361,-64495.0,5742793.0,-45.37905861269239,11944.815372654439
TW-10,decreasing,True,0.0,-14.260237847524582,-0.6583653760171689,-14725.0,1066100.3333333333,-41.87705802968961,8306.529622132253
TW-11,decreasing,True,0.0,-17.030967705996687,-0.8643506493506493,-13311.0,610769.6666666666,-9.545454545454545,1302.2272727272725
TW-12,decreasing,True,0.0,-14.669907440068306,-0.8906372934697089,-6792.0,214295.33333333334,-2.06,230.19
TW-13,decreasing,True,6.958079594721056e-07,-4.962530052987038,-0.28216818642350555,-2785.0,314725.6666666667,-2.661515863689777,831.3061104582844
TW-14,decreasing,True,0.0,-16.03510717378442,-0.8490146461160953,-11072.0,476683.3333333333,-10.325203252032521,1075.178861788618
TW-15,increasing,True,0.0,13.082359549769162,0.8653846153846154,4725.0,130391.0,1.2857142857142858,62.14285714285714
TW-16,decreasing,True,0.00020045841786808793,-3.7184380752406203,-0.4804597701149425,-209.0,3129.0,-6.538461538461538,964.8076923076923
TW-17,decreasing,True,1.842535928275879e-07,-5.214560468638911,-0.35207920792079206,-1778.0,116128.66666666667,-2.037087912087912,270.85439560439556
TW-18,decreasing,True,0.0,-14.468658856263374,-0.7439284485724115,-10813.0,558413.0,-1.7391304347826086,456.82608695652175
TW-19,decreasing,True,0.0,-10.372220555745606,-0.36418127327218236,-24060.0,5380364.0,-0.6010013984616922,913.0817538207971
TW-20,decreasing,True,0.0,-12.07000347677803,-0.636900704385367,-8409.0,485255.6666666667,-12.716049382716049,2008.0
TW-21,increasing,True,0.0006044035728809405,3.429630560678172,0.21617086193745233,1417.0,170463.66666666666,0.6,125.80000000000001
TW-22,decreasing,True,1.5276668818842154e-13,-7.384681649743443,-0.48130841121495327,-2781.0,141718.33333333334,-2.1621621621621623,645.6756756756756
TW-23,no trend,False,0.5148781266883535,0.6512608335554341,0.08266129032258064,41.0,3772.3333333333335,0.9761904761904762,454.8690476190476
TW-28,increasing,True,0.045714364714747324,1.9980211729596202,0.45454545454545453,30.0,210.66666666666666,10.0,640.0
TW-3,decreasing,True,0.0,-20.44722376792165,-0.9394936597779825,-21412.0,1096491.3333333333,-15.652173913043478,2918.9565217391305
TW-4,decreasing,True,0.0001004082237381354,-3.889603295574452,-0.2909197766676462,-990.0,64652.0,-41.6,5905.6
TW-5,decreasing,True,0.0,-20.956280496321597,-0.8672394276260412,-29879.0,2032706.3333333333,-14.914285714285715,3261.7714285714287
TW-6,decreasing,True,0.0,-19.281266157601433,-0.8923042202663056,-19769.0,1051125.0,-60.935483870967744,10981.225806451614
TW-8,decreasing,True,6.602750094852894e-05,-3.990164444640229,-0.16326360761249514,-5885.0,2174521.6666666665,-0.6785714285714286,780.9285714285714
TW-9,decreasing,True,0.0,-20.357692691122182,-0.905750057964294,-23439.0,1325513.0,-18.40200015152663,3836.1270171982724
Third Sister Lake,no trend,False,0.14856177489186861,-1.4446302370292303,-0.8333333333333334,-5.0,7.666666666666667,-1.4083333333333332,7.6625
Tributary/Jackson Rd,no trend,False,0.08942935902899363,1.6984155512168937,1.0,6.0,8.666666666666666,0.6583333333333332,1.6625000000000005
Tributary/Outfall,no trend,False,1.0,0.0,0.3333333333333333,1.0,3.6666666666666665,1.6500000000000001,-0.050000000000000044
Tributary/Park Rd,no trend,False,0.08641073297370006,1.7146428199482247,0.8,8.0,16.666666666666668,0.5125,2.375
Varsity Ford,no trend,False,0.2415665869689727,-1.1710800875382399,-0.3333333333333333,-5.0,11.666666666666666,0.0,3.0
Weber's Drain 1st Sister Lake,no trend,False,1.0,0.0,-1.0,-1.0,1.0,-19.0,249.0
Weber's Heat Pump Drain,no trend,False,1.0,0.0,-1.0,-1.0,1.0,-2.0,272.0
