,WellName,y_pred_1_date,y_pred_1_value,y_ture_1_date,y_true_1_value,y_pred_2_date,y_pred_2_value,y_ture_2_date,y_true_2_value,y_pred_3_date,y_pred_3_value,y_ture_3_date,y_true_3_value,y_pred_4_date,y_pred_4_value,y_ture_4_date,y_true_4_value,y_pred_5_date,y_pred_5_value,y_ture_5_date,y_true_5_value
121,MW-63i,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2016,0.5,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5
122,5115 Jackson Rd,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2014,0.5,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2016,0.5,2016-12-31,0.5,2017,0.5
123,MW-45s,2016-12-31,5.0,2017,11.0,2017-12-31,5.0,2018,4.85,2018-12-31,5.0,2019,3.4,2019-12-31,5.0,2020,1.2000000000000002,2020-12-31,5.0,2020-11-12,1.1
124,MW-83s,2016-12-31,360.0,2017,385.0,2017-12-31,450.0,2018,400.0,2018-12-31,384.17365374026673,2019,450.0,2019-12-31,318.34730748053346,2020,440.0,2020-12-31,298.34730748053346,2020-11-05,450.0
125,MW-25d,2013-12-31,266.7189508572618,2012-08-02,135.0,2014-12-31,266.7189508572618,2015,110.0,2015-12-31,266.7189508572618,2016,48.0,2016-12-31,266.7189508572618,2017,125.0,2017-12-31,266.7189508572618,2018,120.0
126,MW-65d,2016-12-31,27.89986799625481,2017,22.0,2017-12-31,27.17129125378621,2018,21.5,2018-12-31,26.429561307552586,2019,20.0,2019-12-31,25.67446136147369,2020,20.0,2020-12-31,24.90558387875004,2020-11-19,20.0
127,MW-KD-1d,2016-12-31,224.35258811411316,2017,187.5,2017-12-31,260.03061864190533,2018,232.5,2018-12-31,290.0522156779296,2019,290.0,2019-12-31,319.4363437218715,2020,355.0,2020-12-31,341.2039223421902,2020-10-28,390.0
128,MW-63s,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2016,0.5,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,1.6666666666666667,2018-12-31,0.5,2019,0.5
129,4601 Park 6 inch,2016-12-31,1.0,2017,1.8,2017-12-31,1.0,2018,1.25,2018-12-31,1.0,2019,1.65,2019-12-31,1.0,2020,1.05,2020-12-31,1.0,2020-12-07,0.5
130,MW-40d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-10,0.5
131,305 Pinewood,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.875,2010-12-31,0.5,2011,3.0
132,Saginaw Forest Cabin #1,2016-12-31,12.0,2017,6.0,2017-12-31,10.0,2018,0.5,2018-12-31,7.0,2019,0.5,2019-12-31,4.0,2020,0.5,2020-12-31,1.0,2020-12-08,0.5
133,430 Barber East,2007-12-31,4.545510186590561,2008,0.5,2008-12-31,4.3375,2009,0.5,2009-12-31,4.3375,2010,0.5,2010-12-31,4.3375,2011,22.0,2011-12-31,4.3375,2011-09-26,22.0
134,AMW-2,2015-12-31,11.904550503402044,2016,150.0,2016-12-31,5.953746847293933,2017,84.0,2017-12-31,4.0,2018,95.0,2018-12-31,4.0,2019,68.0,2019-12-31,4.0,2020,180.0
135,MW-1,2008-12-31,53.0,2009,445.0,2009-12-31,57.0,2010,805.0,2010-12-31,0.5,2011,1454.0,2011-12-31,0.5,2012,1995.0,2012-12-31,3.0,2012-08-10,2021.0
136,MW-400 Clarendon,2011-12-31,0.5,2011-11-15,0.5,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2013-08-20,0.5,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2015-08-04,0.5
137,MW-BE-1d,2016-12-31,1434.674372821478,2017,595.0,2017-12-31,7842.891801036745,2018,610.0,2018-12-31,40257.9816602794,2019,622.5,2019-12-31,212927.48076071008,2020,530.0,2020-12-31,1139045.734545178,2020-10-22,590.0
138,3563 ELIZABETH RD,2016-12-31,2.0,2017,2.0,2017-12-31,2.0,2018,2.0,2018-12-31,2.0,2019,2.0,2019-12-31,2.0,2020,2.0,2020-12-31,2.0,2020-08-24,2.0
139,MW-62s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-11-20,0.5
140,333 Jackson Plaza,2007-12-31,0.0,2008,28.0,2008-12-31,0.0,2009,25.0,2009-12-31,0.0,2010,19.0,2010-12-31,0.0,2011,19.0,2011-12-31,0.0,2011-08-09,19.0
141,MW-87d,2013-12-31,644.7076002137163,2014,610.0,2014-12-31,641.41744403251,2015,520.0,2015-12-31,638.1293920005451,2016,288.0,2016-12-31,634.8432950905478,2017,290.0,2017-12-31,631.5589937588444,2017-02-02,290.0
142,MW-41d,2016-12-31,27.999999999999996,2017,27.0,2017-12-31,27.999999999999996,2018,24.5,2018-12-31,27.999999999999996,2019,20.0,2019-12-31,27.999999999999996,2020,20.0,2020-12-31,27.999999999999996,2020-12-16,18.0
143,MW-112i,2016-12-31,6.260851567890238,2017,9.308333333333332,2017-12-31,6.509868161403194,2018,9.658333333333335,2018-12-31,6.768789040806399,2019,9.9,2019-12-31,7.038008135185511,2020,9.516666666666667,2020-12-31,7.318717059783714,2020-12-04,14.0
144,MW-47s,2011-12-31,0.5000016264894392,2012,0.5,2012-12-31,0.4999999832012265,2013,0.5,2013-12-31,0.5000000170598818,2014,0.5,2014-12-31,0.499999996067504,2015,0.5,2015-12-31,0.4999999925344287,2015-11-13,0.5
145,MW-112s,2016-12-31,0.8397002848463462,2017,0.5,2017-12-31,0.8952651740357824,2018,0.5,2018-12-31,0.9168718835522364,2019,0.5,2019-12-31,0.9135913150194952,2020,0.5416666666666666,2020-12-31,0.9797383046093224,2020-12-04,0.5
146,MW-61s,2016-12-31,15.000000000000004,2017,11.5,2017-12-31,15.000000000000004,2018,8.1,2018-12-31,15.000000000000004,2019,5.3,2019-12-31,15.000000000000004,2020,3.4,2020-12-31,15.000000000000004,2020-12-14,3.0
147,MW-42d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-07,0.5
148,MW-62i,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-11-20,0.5
149,354 Pinewood,2007-12-31,3.871811626057193,2008,3.0,2008-12-31,3.869016286567279,2009,2.0,2009-12-31,2.432826252705497,2010,0.5,2010-12-31,2.302376937973291,2011,0.5,2011-12-31,2.2975452960250013,2012,0.5
150,MW-84d,2011-12-31,0.5,2012,0.5,2012-12-31,0.5,2012-01-06,0.5,2013-12-31,0.5,2014,2.0,2014-12-31,0.5,2015,3.0,2015-12-31,0.5,2015-07-06,3.0
151,MW-82s,2016-12-31,419.59746224327097,2017,370.0,2017-12-31,653.200705458662,2018,320.0,2018-12-31,890.8796184029555,2019,360.0,2019-12-31,1132.7053091802622,2020,340.0,2020-12-31,1378.7617862986533,2020-09-08,340.0
152,MW-64,2016-12-31,40.37040978287241,2017,39.75,2017-12-31,38.95066893456317,2018,44.0,2018-12-31,37.697885415723846,2019,39.5,2019-12-31,36.58065819403616,2020,43.75,2020-12-31,35.575374647826656,2020-10-07,42.0
153,MW-30i,,,,,,,,,,,,,,,,,,,,
154,MW-90,2016-12-31,44.0,2017,38.75,2017-12-31,61.0,2018,32.25,2018-12-31,78.0,2019,11.350000000000001,2019-12-31,95.0,2020,5.8,2020-12-31,112.0,2020-10-21,4.3
155,PMW-2,2016-12-31,2700.0,2017,4300.0,2017-12-31,2700.0,2018,5700.0,2018-12-31,2700.0,2019,6400.0,2019-12-31,2700.0,2020,6800.0,2020-12-31,2700.0,2020-08-21,6800.0
156,MW-59d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-13,0.5
157,TW-17,2016-12-31,561.7112214558074,2017,345.0,2017-12-31,820.0795310303603,2018,303.3333333333333,2018-12-31,1182.4890832572091,2019,240.0,2019-12-31,1752.0772069981758,2020,150.5,2020-12-31,2907.460265733138,2020-11-23,330.0
158,MW-10d,2016-12-31,905.0,2017,625.0,2017-12-31,905.0,2018,343.6,2018-12-31,905.0,2019,400.0,2019-12-31,905.0,2020,372.5,2020-12-31,905.0,2020-10-14,320.0
159,MW-105d,2016-12-31,215.41873290825524,2017,215.0,2017-12-31,141.56887942058327,2018,195.0,2018-12-31,67.71902593291128,2019,207.5,2019-12-31,3.333333333333333,2020,167.5,2020-12-31,0.0,2020-11-11,150.0
160,NMW-3s,2016-12-31,308.0186299338704,2017,410.0,2017-12-31,289.4364677368609,2018,420.0,2018-12-31,270.96405631566176,2019,410.0,2019-12-31,252.60283535406455,2020,330.0,2020-12-31,234.35429188265795,2020-08-21,330.0
161,MW-39s,2016-12-31,0.0,2017,1.75,2017-12-31,0.0,2018,1.475,2018-12-31,0.0,2019,2.025,2019-12-31,0.0,2020,2.0999999999999996,2020-12-31,0.0,2020-10-16,2.3
162,3225 Dexter Rd,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.625,2010-12-31,0.5,2011,0.5,2011-12-31,0.5,2011-05-03,0.5
163,TW-10,2016-12-31,146.84660952615508,2017,330.0,2017-12-31,107.61852423225024,2018,293.3333333333333,2018-12-31,78.72404526916203,2019,375.55555555555554,2019-12-31,57.48215410605808,2020,387.5,2020-12-31,41.89572450082221,2020-11-23,320.0
164,MW-103s,2016-12-31,80.09353137383219,2017,63.083333333333336,2017-12-31,81.90455484174406,2018,72.66666666666667,2018-12-31,87.99735384165541,2019,78.08333333333333,2019-12-31,91.70654851802392,2020,79.23076923076923,2020-12-31,96.36777001275784,2020-12-04,76.0
165,MW-55,2012-12-31,39.93944485934777,2013,17.0,2013-12-31,64.31833457804332,2014,28.0,2014-12-31,91.63666915608664,2015,29.0,2015-12-31,121.89444859347772,2016,26.0,2016-12-31,155.0916728902166,2016-06-08,26.0
166,TW-19,2016-12-31,688.0,2017,667.5,2017-12-31,688.0,2018,545.8333333333334,2018-12-31,688.0,2019,542.5,2019-12-31,688.0,2020,542.3076923076923,2020-12-31,688.0,2020-12-03,480.0
167,MW-99s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-13,0.5
168,TW-21,2016-12-31,176.00852120883053,2017,181.66666666666666,2017-12-31,225.39745229904267,2018,229.16666666666666,2018-12-31,185.68554321198624,2019,224.6153846153846,2019-12-31,194.703593784943,2020,273.57142857142856,2020-12-31,172.6396639549629,2020-12-03 00:00:00,190.0
169,MW-76d,2011-12-31,3.733053150108376,2011-10-07,3.0,2012-12-31,3.9752265559443543,2013,3.0,2013-12-31,3.975226555944352,2013-07-11,3.0,2014-12-31,4.708279706052728,2015,5.0,2015-12-31,4.949563306636933,2015-07-06,5.0
170,MW-120d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-12,0.5
171,MW-104,2016-12-31,6.278292887007019,2017,10.4,2017-12-31,8.542860652181709,2018,13.0,2018-12-31,8.794380204001603,2019,16.25,2019-12-31,11.033495066588197,2020,20.5,2020-12-31,11.260785529201089,2020-10-15,22.0
172,3365 Jackson Rd,2016-12-31,157.3,2017,160.0,2017-12-31,157.3,2018,170.0,2018-12-31,157.3,2019,150.0,2019-12-31,157.3,2020,180.0,2020-12-31,157.3,2020-08-11,180.0
173,PW-1,2016-12-31,470.0,2017,818.75,2017-12-31,470.0,2018,822.5,2018-12-31,470.0,2019,765.0,2019-12-31,470.0,2020,595.3846153846154,2020-12-31,470.0,2020-12-03,500.0
174,MW-126s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-16,0.5
175,MW-37,2016-12-31,299.9999996825226,2017,246.0,2017-12-31,299.9999996825226,2018,252.5,2018-12-31,299.9999996825226,2019,220.0,2019-12-31,299.9999996825226,2020,242.5,2020-12-31,299.9999996825226,2020-12-09,230.0
176,2805 Dexter Rd,2002-12-31,572.018069859867,2003,242.0,2003-12-31,667.2610303928343,2004,238.66666666666666,2004-12-31,775.2238230263084,2005,467.0,2005-12-31,896.7789395991598,2006,1107.3333333333333,2006-12-31,1033.4489503424134,2007,1293.0
177,MW-53d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-03,0.5
178,TW-9,2016-12-31,640.0000000001558,2017,690.0,2017-12-31,640.0000000001558,2018,650.0,2018-12-31,640.0000000001558,2019,521.6666666666666,2019-12-31,640.0000000001558,2020,492.5,2020-12-31,702.6787713912391,2020-11-23,490.0
179,TW-20,,,,,,,,,,,,,,,,,,,,
180,TW-18,,,,,,,,,,,,,,,,,,,,
181,MW-106d,2015-12-31,0.3212267860470265,2016,0.5,2016-12-31,0.2961819478244707,2017,0.5,2017-12-31,0.2598291373428525,2018,0.5,2018-12-31,0.2113697795749324,2019,0.5,2019-12-31,0.1658680916394148,2020,0.5
182,MW-96,2016-12-31,138.51485335586983,2017,120.0,2017-12-31,156.97911968071276,2018,130.0,2018-12-31,175.44338600555568,2019,135.0,2019-12-31,193.9076523303985,2020,125.0,2020-12-31,212.42250568626844,2020-11-16,120.0
183,PMW-4,2015-12-31,972.685696389286,2016,1400.0,2016-12-31,972.685696389286,2017,1000.0,2017-12-31,972.685696389286,2018,540.0,2018-12-31,972.685696389286,2019,850.0,2019-12-31,972.685696389286,2020,580.0
184,TW-11,2015-12-31,180.9591968113588,2015-10-01,240.0,2016-12-31,160.10584018800034,2015-10-01,240.0,2017-12-31,141.40342422074357,2019-07-18,210.0,2018-12-31,124.43687725754204,2019,195.0,2019-12-31,108.87050927885524,2020,192.5
185,MW-91,2016-12-31,154.9316395023132,2017,225.0,2017-12-31,201.08615759539623,2018,195.0,2018-12-31,250.31793473502083,2019,185.0,2019-12-31,302.62697092118697,2020,175.0,2020-12-31,358.01763792199245,2020-10-21,170.0
186,PMW-3,2016-12-31,6404.999405260739,2017,5200.0,2017-12-31,6009.998810521478,2018,5400.0,2018-12-31,5614.998215782217,2019,5700.0,2019-12-31,5219.997621042956,2020,6500.0,2020-12-31,5004.0,2020-08-21,6500.0
187,MW-15s,2016-12-31,1.3757078683075092,2017,11.0,2017-12-31,1.3906196132024142,2018,11.0,2018-12-31,1.4045286409603437,2019,8.1,2019-12-31,1.4212608990295807,2020,5.2,2020-12-31,1.4410898266438008,2020-08-11,5.2
188,4601 Park 4 inch,2016-12-31,2.0,2017,1.25,2017-12-31,2.0,2018,1.25,2018-12-31,2.0,2019,0.95,2019-12-31,2.0,2020,0.5,2020-12-31,2.0,2020-12-07,0.5
189,MW-56s,2016-12-31,58.0,2017,81.5,2017-12-31,58.0,2018,71.75,2018-12-31,58.0,2019,65.0,2019-12-31,58.0,2020,60.0,2020-12-31,58.0,2020-11-20,53.0
190,MW-5d,2016-12-31,14300.0,2017,12320.0,2017-12-31,14300.0,2018,10025.0,2018-12-31,14300.0,2019,5550.0,2019-12-31,14300.0,2020,4050.0,2020-12-31,14300.0,2020-11-18,5900.0
191,TW-8,2014-12-31,385.8865207431039,2015,674.1666666666666,2015-12-31,349.5592926888662,2016,702.5,2016-12-31,312.8819346546346,2017,698.3333333333334,2017-12-31,276.13408357986856,2018,730.0,2018-12-31,239.1826878488884,2018-11-09,730.0
192,MW-31,2016-12-31,14.88888888888889,2017,11.0,2017-12-31,14.88888888888889,2018,9.0,2018-12-31,14.88888888888889,2019,8.4,2019-12-31,14.88888888888889,2020,0.5,2020-12-31,14.88888888888889,2020-08-14,0.5
193,MW-123d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-15,0.5
194,MW-36,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-25,0.5
195,456 Clarendon,2016-12-31,788.3031934866616,2017,710.0,2017-12-31,788.3031934866616,2018,630.0,2018-12-31,788.3031934866616,2019,590.0,2019-12-31,788.3031934866616,2020,530.0,2020-12-31,788.3031934866616,2020-10-28,500.0
196,TW-6,2016-12-31,91.0,2017,97.5,2017-12-31,91.0,2018,58.0,2018-12-31,91.0,2019,68.0,2019-12-31,91.0,2020,76.5,2020-12-31,91.0,2020-11-11,76.0
197,373 Pinewood Deep,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-16,0.5
198,TW-1,2016-12-31,110.0,2017,79.5,2017-12-31,110.0,2018,64.0,2018-12-31,110.0,2019,44.0,2019-12-31,110.0,2020,37.5,2020-12-31,110.0,2020-11-23,35.0
199,MW-79s,2016-12-31,146.71045261848138,2017,470.0,2017-12-31,80.0,2018,460.0,2018-12-31,80.0,2019,410.0,2019-12-31,80.0,2020,287.5,2020-12-31,80.0,2020-10-20,260.0
200,MW-11s,2006-12-31,1300.5827837949778,2007,2.75,2007-12-31,35.18409798602579,2008,0.5,2008-12-31,35.280492775028506,2009,0.5,2009-12-31,35.18409798602579,2010,15.75,2010-12-31,35.18409798602602,2010-10-14,31.0
201,MW-22,2016-12-31,310.0,2017,307.5,2017-12-31,310.0,2018,452.5,2018-12-31,310.0,2019,487.5,2019-12-31,310.0,2020,610.0,2020-12-31,310.0,2020-11-18,660.0
202,MW-118,2016-12-31,47.53915290118915,2017,52.5,2017-12-31,40.708367496614144,2018,42.75,2018-12-31,34.324002405269525,2019,53.25,2019-12-31,28.521204118749363,2020,55.0,2020-12-31,27.35932372679761,2020-10-27,54.0
203,MW-38d,2016-12-31,34.999999999999986,2017,50.0,2017-12-31,34.999999999999986,2018,47.0,2018-12-31,34.999999999999986,2019,33.5,2019-12-31,34.999999999999986,2020,35.0,2020-12-31,34.999999999999986,2020-10-09,28.0
204,NMW-2d,2016-12-31,865.0,2017,780.0,2017-12-31,820.0,2018,840.0,2018-12-31,850.0,2019,840.0,2019-12-31,850.0,2020,910.0,2020-12-31,865.0,2020-08-21,910.0
205,MW-13,2005-12-31,0.5,2006,0.5,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5
206,MW-98d,2016-12-31,17.49223893529116,2017,14.5,2017-12-31,18.747372082840823,2018,16.5,2018-12-31,19.983055372163093,2019,17.0,2019-12-31,21.202108111454454,2020,19.0,2020-12-31,22.408355109235966,2020-10-29,21.0
207,175 Jackson Plaza,2016-12-31,1164.1763740907395,2017,930.0,2017-12-31,1273.2097215855688,2018,750.0,2018-12-31,1385.6794111213844,2019,800.0,2019-12-31,1501.4167746360652,2020,960.0,2020-12-31,1620.5863645328348,2020-11-02,1000.0
208,MW-116,,,,,,,,,,,,,,,,,,,,
209,MW-78,2016-12-31,24.30232620344377,2017,27.5,2017-12-31,23.35026385308594,2018,27.0,2018-12-31,22.490974411119254,2019,25.0,2019-12-31,21.71541770015605,2020,22.0,2020-12-31,21.01361357811367,2020-12-08,22.0
210,MW-34s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-09,0.5
211,MW-121s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-08,0.5
212,MW-108d,,,,,,,,,,,,,,,,,,,,
213,MW-54d,2016-12-31,29.0,2017,12.88,2017-12-31,55.0,2018,18.0,2018-12-31,62.0,2019,11.5,2019-12-31,30.0,2020,33.0,2020-12-31,34.0,2020-10-19,55.0
214,4742 Park Rd,,,,,,,,,,,,,,,,,,,,
215,MW-49,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-11-17,0.5
216,MW-127d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-08,0.5
217,MW-94s,2016-12-31,53.12500271735315,2017,465.0,,,,,,,,,,,,,,,,
218,MW-52s,2016-12-31,674.6271541619959,2017,330.0,2017-12-31,604.9772212875703,2018,265.0,2018-12-31,630.5187524260386,2019,230.0,2019-12-31,560.868819551613,2020,170.0,2020-12-31,478.0458850177208,2020-10-14,150.0
219,MW-85,2016-12-31,1137.944244269172,2017,827.5,2017-12-31,470.3859564162535,2018,637.5,2018-12-31,678.9161612305993,2019,557.5,2019-12-31,525.9210169195063,2020,570.0,2020-12-31,234.2782276560331,2020-10-19,600.0
220,MW-71,2016-12-31,2203.4109974788707,2017,1313.3333333333333,2017-12-31,2306.418789617943,2018,485.0,2018-12-31,2409.426581757014,2019,475.0,2019-12-31,2512.434373896086,2020,785.0,2020-12-31,2615.845371374957,2020-10-29,700.0
221,LB-1,2014-12-31,568.9000000000001,2013-12-02,550.0,2015-12-31,581.8,2017-07-26,400.0,2016-12-31,594.7,2017,385.0,2017-12-31,607.6,2017-08-07,370.0,2018-12-31,620.5000000000001,2019,380.0
222,MW-52i,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,3.3,2018-12-31,0.5,2019,1.3,2019-12-31,0.5,2020,2.2,2020-12-31,0.5,2020-09-21,2.2
223,MW-72d,2016-12-31,845.3924953928483,2017,902.5,2017-12-31,487.3934158715657,2018,455.75,2018-12-31,190.8271709609554,2019,590.0,2019-12-31,0.0,2020,520.0,2020-12-31,0.0,2020-11-10,600.0
224,MW-117,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,2.25,2020-12-31,0.5,2020-10-26,0.5
225,NMW-1d,2016-12-31,810.0,2017,650.0,2017-12-31,810.0,2018,690.0,2018-12-31,810.0,2019,680.0,2019-12-31,810.0,2020,720.0,2020-12-31,810.0,2020-08-21,720.0
226,MW-8d,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5,2010-12-31,0.5,2011,0.5,2011-12-31,0.5,2012,0.5
227,545 Allison,2007-12-31,0.7072985450560082,2008,10.5,2008-12-31,0.7072985450560082,2009,13.25,2009-12-31,0.7072985450560082,2010,14.0,2010-12-31,0.7072985450560082,2011,13.0,2011-12-31,0.7072985450560082,2011-04-13,10.0
228,MW-110,,,,,,,,,,,,,,,,,,,,
229,MW-119,2016-12-31,11.991396189125965,2017,90.25,2017-12-31,0.0,2018,56.25,2018-12-31,0.0,2019,36.0,2019-12-31,0.0,2020,31.75,2020-12-31,0.0,2020-10-19,33.0
230,MW-23,2015-12-31,172.29999999999976,2016,130.0,2016-12-31,172.29999999999976,2017,110.0,2017-12-31,172.29999999999976,2018,140.0,2018-12-31,172.29999999999976,2019,170.0,2019-12-31,172.29999999999976,2020,200.0
231,MW-24,,,,,,,,,,,,,,,,,,,,
232,MW-14d,2005-12-31,0.5,2006,0.5,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5
233,MW-4s,2005-12-31,2.8563309991105874,2006,2.0,2006-12-31,2.8563417246414784,2007,0.5,2007-12-31,2.85635245017237,2008,3.0,2008-12-31,2.856363205088277,2009,2.0,2009-12-31,2.8563739306191684,2010,2.0
234,MW-70,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-10,0.5
235,2678 Valley,1999-12-31,0.5,2000,0.5,2000-12-31,0.5,2001,0.5,2001-12-31,0.5,2002,0.5,2002-12-31,0.5,2003,0.5,2003-12-31,0.5,2003-08-04,0.5
236,MW-48,2016-12-31,60.74525928337111,2017,40.5,2017-12-31,55.85090228130787,2018,31.5,2018-12-31,51.4341781460793,2019,24.0,2019-12-31,47.440042578587146,2020,17.5,2020-12-31,43.82054859774699,2020-11-17,18.0
237,A2 Cleaning Supply,2016-12-31,42.93509619433852,2017,75.58333333333333,2017-12-31,38.87019238867704,2018,80.41666666666667,2018-12-31,34.80528858301556,2019,80.28571428571429,2019-12-31,30.74038477735408,2020,61.166666666666664,2020-12-31,26.6754809716926,2020-12-10,59.0
238,MW-122s,2016-12-31,83.10420194997563,2017,142.5,2017-12-31,84.84454726503986,2018,180.0,2018-12-31,86.58489258010407,2019,232.5,2019-12-31,88.32523789516831,2020,237.5,2020-12-31,90.07035127958888,2020-10-22,260.0
239,MW-77,2016-12-31,1677.4165651365367,2017,1625.0,2017-12-31,1888.395521418465,2018,1475.0,2018-12-31,2096.662400284635,2019,1375.0,2019-12-31,2302.3505054430075,2020,1047.5,2020-12-31,2505.731486965759,2020-10-21,960.0
240,MW-2d,2016-12-31,32.07553871349056,2017,37.25,2017-12-31,27.99433810747847,2018,56.75,2018-12-31,28.764386120522385,2019,47.5,2019-12-31,50.393263600205856,2020,39.25,2020-12-31,52.88780753408464,2020-11-11,35.0
241,ARTESIAN #1,1995-12-31,0.0,1994-09-08,22.0,1996-12-31,93.5,1999-03-26,29.0,1997-12-31,0.0,1999-03-26,29.0,1998-12-31,9.999999999999986,1999,29.25,1999-12-31,20.5,2000,6.0
242,MW-124d,2016-12-31,0.460990407599474,2017,0.5,2017-12-31,0.460990407599474,2018,0.5,2018-12-31,0.4395800754195583,2019,0.5,2019-12-31,1.4395800754195582,2020,0.5,2020-12-31,0.4249902474826171,2020-10-26,0.5
243,MW-97s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-07-20,0.5
244,MW-46,2016-12-31,128.92016405151156,2017,125.0,2017-12-31,127.98175698356695,2018,195.0,2018-12-31,122.86304728603828,2019,101.5,2019-12-31,122.04095232139352,2020,75.5,2020-12-31,125.35922290038532,2020-11-17,91.0
245,MW-11i,2008-12-31,19.0,2009,11.0,2009-12-31,19.0,2010,0.75,2010-12-31,19.0,2011,7.0,2011-12-31,19.0,2012,7.333333333333333,2012-12-31,19.0,2012-08-01,7.0
246,544 Allison,2007-12-31,0.4999999999999999,2008,6.0,2008-12-31,0.0833333333333333,2009,10.0,2009-12-31,0.0138888888888888,2010,2.0,2010-12-31,0.0023148148148148,2011,3.0,2011-12-31,0.0003858024691358,2011-09-26,3.0
247,MW-65s,2016-12-31,11.616492220423543,2017,10.5,2017-12-31,10.392243593427091,2018,12.5,2018-12-31,9.303667279961283,2019,7.65,2019-12-31,8.33391430158312,2020,8.45,2020-12-31,7.4662068190664,2020-11-19,8.2
